protocol,feature_set,model,training_mode,Eu valence,fold,train_rows,test_rows,mae,rmse,r2
random_row,AF+ES,xgboost,pooled,3,4,831,208,9.481289936945988,20.873002197342682,0.5674328918424032
random_row,AF+ES,xgboost,separate,2,0,503,123,17.216091000936864,29.954203934059972,0.8142420460954699
random_row,AF+ES,xgboost,separate,2,1,496,130,18.638379141000602,32.81348822967071,0.7726627737175374
random_row,AF+ES,xgboost,separate,2,2,492,134,21.70806839217001,37.538949023949584,0.7544919773284362
random_row,AF+ES,xgboost,separate,2,3,512,114,22.472621449253015,45.62248898873476,0.6964956002128253
random_row,AF+ES,xgboost,separate,2,4,501,125,18.75363134765625,32.953249748002676,0.8004824986790122
random_row,AF+ES,xgboost,separate,3,0,829,210,6.512232607886904,17.72842337465993,0.37536202149987064
random_row,AF+ES,xgboost,separate,3,1,836,203,5.201922186489763,12.14766522048507,0.8090756378477528
random_row,AF+ES,xgboost,separate,3,2,840,199,6.894981499293341,20.99198381854762,0.5070963249749649
random_row,AF+ES,xgboost,separate,3,3,820,219,6.533312514492366,19.629747446391892,0.4967395519210168
random_row,AF+ES,xgboost,separate,3,4,831,208,7.381493054903471,21.71646163258485,0.5317672512397176
random_row,AF+T,median,pooled,2,0,503,123,99.17886178861788,114.63356253094722,-1.7205419884990283
random_row,AF+T,median,pooled,2,1,496,130,88.12307692307692,102.68900023483903,-1.2264533881201896
random_row,AF+T,median,pooled,2,2,492,134,108.7089552238806,126.10777787983993,-1.7706726372842168
random_row,AF+T,median,pooled,2,3,512,114,93.80701754385964,113.05541258953272,-0.863759026022141
random_row,AF+T,median,pooled,2,4,501,125,83.728,105.5516556004689,-1.0469847018906009
random_row,AF+T,median,pooled,3,0,829,210,10.128571428571428,23.134904571314088,-0.06371083201901917
random_row,AF+T,median,pooled,3,1,836,203,9.894088669950738,27.939347573934917,-0.009969456530637633
random_row,AF+T,median,pooled,3,2,840,199,11.924623115577889,30.99509606211114,-0.07458571685746507
random_row,AF+T,median,pooled,3,3,820,219,9.792237442922374,28.340497348394187,-0.04900681747586688
random_row,AF+T,median,pooled,3,4,831,208,11.627403846153847,32.12155773236793,-0.024417176932105544
random_row,AF+T,median,separate,2,0,503,123,58.4390243902439,69.5241667055245,-0.0006989377694963661
random_row,AF+T,median,separate,2,1,496,130,58.323076923076925,72.65273037380791,-0.1144732184714341
random_row,AF+T,median,separate,2,2,492,134,66.67910447761194,77.49807412147294,-0.04636520538461286
random_row,AF+T,median,separate,2,3,512,114,71.64912280701755,85.6940702978364,-0.07080054628499699
random_row,AF+T,median,separate,2,4,501,125,66.68,78.06136048007362,-0.11958411947056469
random_row,AF+T,median,separate,3,0,829,210,10.023809523809524,23.703827297958206,-0.11667066027047102
random_row,AF+T,median,separate,3,1,836,203,9.519704433497537,28.208342580396405,-0.02951068362097531
random_row,AF+T,median,separate,3,2,840,199,11.72361809045226,31.580995812076797,-0.11559544017986823
random_row,AF+T,median,separate,3,3,820,219,9.746575342465754,28.83896796106547,-0.08623253052529978
random_row,AF+T,median,separate,3,4,831,208,11.242788461538462,32.49047567542502,-0.04808328498102332
random_row,AF+T,xgboost,pooled,2,0,503,123,25.57800665134337,41.63953186927033,0.6410420874825062
random_row,AF+T,xgboost,pooled,2,1,496,130,24.71419184758113,36.94164685491518,0.7118635104210045
random_row,AF+T,xgboost,pooled,2,2,492,134,31.23873514203883,46.47635181377129,0.6236728681762098
random_row,AF+T,xgboost,pooled,2,3,512,114,30.824519910310443,52.498959578662614,0.5981088576091089
random_row,AF+T,xgboost,pooled,2,4,501,125,23.129669189453125,35.82490923593067,0.7641940848409962
random_row,AF+T,xgboost,pooled,3,0,829,210,12.512856183733259,30.655564117097647,-0.8676985498951821
random_row,AF+T,xgboost,pooled,3,1,836,203,11.904441344914177,24.422130422685026,0.22831010825638787
random_row,AF+T,xgboost,pooled,3,2,840,199,11.557495577251492,25.525056830508124,0.27123329020937825
random_row,AF+T,xgboost,pooled,3,3,820,219,13.609948841948487,32.092462069891674,-0.34514607575558975
random_row,AF+T,xgboost,pooled,3,4,831,208,12.338220743032602,28.579119813698824,0.18907375951987837
random_row,AF+T,xgboost,separate,2,0,503,123,19.70266847688008,33.18273799120205,0.7720412378228413
random_row,AF+T,xgboost,separate,2,1,496,130,21.255184936523438,36.320591151118705,0.7214702604889628
random_row,AF+T,xgboost,separate,2,2,492,134,23.569250533829873,39.52103661161182,0.7278814650625347
random_row,AF+T,xgboost,separate,2,3,512,114,21.87955461468613,44.216759772391995,0.7149107316971478
random_row,AF+T,xgboost,separate,2,4,501,125,19.541736328125,32.60392153652642,0.8046901366331958
random_row,AF+T,xgboost,separate,3,0,829,210,9.817351277669271,29.325083229303836,-0.7090968105212854
random_row,AF+T,xgboost,separate,3,1,836,203,8.543422154017858,21.466206046259757,0.40380777715199956
random_row,AF+T,xgboost,separate,3,2,840,199,9.106808609698884,27.799885820948578,0.13554753953990184
random_row,AF+T,xgboost,separate,3,3,820,219,7.977131604059646,25.22673453435531,0.1688384392149942
random_row,AF+T,xgboost,separate,3,4,831,208,8.644922403188852,26.01192425130142,0.3282176074281201
random_row,AF+T+ES,median,pooled,2,0,503,123,99.17886178861788,114.63356253094722,-1.7205419884990283
random_row,AF+T+ES,median,pooled,2,1,496,130,88.12307692307692,102.68900023483903,-1.2264533881201896
random_row,AF+T+ES,median,pooled,2,2,492,134,108.7089552238806,126.10777787983993,-1.7706726372842168
random_row,AF+T+ES,median,pooled,2,3,512,114,93.80701754385964,113.05541258953272,-0.863759026022141
random_row,AF+T+ES,median,pooled,2,4,501,125,83.728,105.5516556004689,-1.0469847018906009
random_row,AF+T+ES,median,pooled,3,0,829,210,10.128571428571428,23.134904571314088,-0.06371083201901917
random_row,AF+T+ES,median,pooled,3,1,836,203,9.894088669950738,27.939347573934917,-0.009969456530637633
random_row,AF+T+ES,median,pooled,3,2,840,199,11.924623115577889,30.99509606211114,-0.07458571685746507
random_row,AF+T+ES,median,pooled,3,3,820,219,9.792237442922374,28.340497348394187,-0.04900681747586688
random_row,AF+T+ES,median,pooled,3,4,831,208,11.627403846153847,32.12155773236793,-0.024417176932105544
random_row,AF+T+ES,median,separate,2,0,503,123,58.4390243902439,69.5241667055245,-0.0006989377694963661
random_row,AF+T+ES,median,separate,2,1,496,130,58.323076923076925,72.65273037380791,-0.1144732184714341
random_row,AF+T+ES,median,separate,2,2,492,134,66.67910447761194,77.49807412147294,-0.04636520538461286
random_row,AF+T+ES,median,separate,2,3,512,114,71.64912280701755,85.6940702978364,-0.07080054628499699
random_row,AF+T+ES,median,separate,2,4,501,125,66.68,78.06136048007362,-0.11958411947056469
random_row,AF+T+ES,median,separate,3,0,829,210,10.023809523809524,23.703827297958206,-0.11667066027047102
random_row,AF+T+ES,median,separate,3,1,836,203,9.519704433497537,28.208342580396405,-0.02951068362097531
random_row,AF+T+ES,median,separate,3,2,840,199,11.72361809045226,31.580995812076797,-0.11559544017986823
random_row,AF+T+ES,median,separate,3,3,820,219,9.746575342465754,28.83896796106547,-0.08623253052529978
random_row,AF+T+ES,median,separate,3,4,831,208,11.242788461538462,32.49047567542502,-0.04808328498102332
random_row,AF+T+ES,xgboost,pooled,2,0,503,123,22.09175196701918,37.503175520431085,0.7088157106502055
random_row,AF+T+ES,xgboost,pooled,2,1,496,130,20.84748253455529,33.45644625579166,0.763666453211129
random_row,AF+T+ES,xgboost,pooled,2,2,492,134,25.08680679549032,42.20606502788665,0.6896503950580444
random_row,AF+T+ES,xgboost,pooled,2,3,512,114,26.17910873680784,48.102922353453295,0.6625962041709337
random_row,AF+T+ES,xgboost,pooled,2,4,501,125,18.95657763671875,30.4190236727383,0.8299897761146212
random_row,AF+T+ES,xgboost,pooled,3,0,829,210,8.976136416480655,21.22732388426764,0.10447307135939232
random_row,AF+T+ES,xgboost,pooled,3,1,836,203,8.602048977255235,16.174907450846682,0.6614994895239971
random_row,AF+T+ES,xgboost,pooled,3,2,840,199,8.798720623380575,18.22847517795327,0.628331484730435
random_row,AF+T+ES,xgboost,pooled,3,3,820,219,10.04019290453767,23.624718923592336,0.2710517861192824
random_row,AF+T+ES,xgboost,pooled,3,4,831,208,9.759457368117113,20.916512756008643,0.5656276073752922
random_row,AF+T+ES,xgboost,separate,2,0,503,123,17.8333911430545,30.589460735666933,0.8062795380723019
random_row,AF+T+ES,xgboost,separate,2,1,496,130,17.966306480994593,32.703653719820956,0.7741821296164166
random_row,AF+T+ES,xgboost,separate,2,2,492,134,21.312003519997667,36.919018528488714,0.7625338213863103
random_row,AF+T+ES,xgboost,separate,2,3,512,114,22.81755788702714,45.517761167985725,0.6978874081984907
random_row,AF+T+ES,xgboost,separate,2,4,501,125,19.220135498046876,33.52865792717598,0.793453976795362
random_row,AF+T+ES,xgboost,separate,3,0,829,210,6.513485863095238,17.997504976123793,0.3562566413455668
random_row,AF+T+ES,xgboost,separate,3,1,836,203,5.201277559026709,12.158076983942966,0.8087482150618839
random_row,AF+T+ES,xgboost,separate,3,2,840,199,6.905022549269787,21.09577195692479,0.5022102673881108
random_row,AF+T+ES,xgboost,separate,3,3,820,219,6.493425064435288,19.754686883095744,0.49031285925852763
random_row,AF+T+ES,xgboost,separate,3,4,831,208,7.314988796527569,21.990748653947875,0.519864646788716
