protocol,feature_set,model,training_mode,Eu valence,fold_count,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std
random_row,AF+T,xgboost,pooled,3,5,12.384592538176005,0.7801817942814258,28.25486665077626,3.2686907045573386,-0.10484549353302548,0.49459720715891525
random_row,AF+T,xgboost,separate,2,5,21.189678978008907,1.6635425619538347,37.1690094125702,4.812821879796262,0.7481987663409365,0.03871381333137119
random_row,AF+T,xgboost,separate,3,5,8.817927209726902,0.6882081571074095,25.96596677643378,2.9767156998870923,0.06546291056274607,0.44695033173186155
random_row,AF+T+ES,median,pooled,2,5,94.709182295887,9.756391836126994,112.40748176712555,9.145006823597058,-1.3256823483632352,0.4046054908998031
random_row,AF+T+ES,median,pooled,3,5,10.673384900635254,1.0193495960263639,28.506280657624455,3.48084072934844,-0.04433799996301886,0.026879661568076325
random_row,AF+T+ES,median,separate,2,5,64.35406571959007,5.817950094394422,76.68608039574308,6.14929937681483,-0.070384405476221,0.04949140037463703
random_row,AF+T+ES,median,separate,3,5,10.451299170352709,0.9737174330541859,28.96452186538438,3.4474905514715406,-0.07921851991552753,0.039418940033413376
random_row,AF+T+ES,xgboost,pooled,2,5,22.632345534118276,2.9830000111917374,38.3375265660602,7.027665320880866,0.7309437078409868,0.06660906264018748
random_row,AF+T+ES,xgboost,pooled,3,5,9.23531125795425,0.6287622178956296,20.034387638533715,2.883081141771987,0.44619668782167976,0.24558241582597545
random_row,AF+T+ES,xgboost,separate,2,5,19.829878905824152,2.176784995093857,35.85171041582766,5.864507423332813,0.7668673748137763,0.04210310895593489
random_row,AF+T+ES,xgboost,separate,3,5,6.485639966470918,0.7927994746523862,18.599357890807035,3.9025865214718416,0.535478525968561,0.16597237315767308
